"movie_title","director_name","title_year","duration","genre","gross","budget","imdb_score","classify_score","cast_total_facebook_likes"
"The Island ","Michael Bay",2005,136,"Action",35799026,1.26e+08,6.9,"Average",34839
"Town & Country ","Peter Chelsom",2001,104,"Comedy",6712451,9e+07,4.4,"Average",3133
"Gone in Sixty Seconds ","Dominic Sena",2000,127,"Action",101643008,9e+07,6.5,"Average",29069
"Gladiator ","Ridley Scott",2000,171,"Action",187670866,1.03e+08,8.5,"Hit",6521
"Minority Report ","Steven Spielberg",2002,145,"Action",132014112,1.02e+08,7.7,"Hit",12546
"Harry Potter and the Chamber of Secrets ","Chris Columbus",2002,174,"Adventure",261970615,1e+08,7.4,"Hit",35672
"Casino Royale ","Martin Campbell",2006,144,"Action",167007184,1.5e+08,8,"Hit",9125
"Planet of the Apes ","Tim Burton",2001,119,"Action",180011740,1e+08,5.7,"Average",2776
"Terminator 2: Judgment Day ","James Cameron",1991,153,"Action",204843350,1.02e+08,8.5,"Hit",2829
"Public Enemies ","Michael Mann",2009,140,"Romance",97030725,1e+08,7,"Average",64599
"American Gangster ","Ridley Scott",2007,176,"Drama",130127620,1e+08,7.8,"Hit",20354
"True Lies ","James Cameron",1994,141,"Action",146282411,1.15e+08,7.2,"Hit",4528
"The Taking of Pelham 1 2 3 ","Tony Scott",2009,106,"Action",65452312,1e+08,6.4,"Average",19906
"Little Fockers ","Paul Weitz",2010,98,"Comedy",148383780,1e+08,5.5,"Average",24082
"The Other Guys ","Adam McKay",2010,116,"Action",119219978,1e+08,6.7,"Average",20233
"Eraser ","Chuck Russell",1996,115,"Action",101228120,1e+08,6.1,"Average",3454
"Django Unchained ","Quentin Tarantino",2012,165,"Drama",162804648,1e+08,8.5,"Hit",40978
"The Hunchback of Notre Dame ","Gary Trousdale",1996,91,"Romance",100117603,1e+08,6.9,"Average",4842
"The Emperor's New Groove ","Mark Dindal",2000,78,"Comedy",89296573,1e+08,7.3,"Hit",2039
"The Expendables 2 ","Simon West",2012,103,"Action",85017401,9.2e+07,6.7,"Average",57881
"National Treasure ","Jon Turteltaub",2004,131,"Action",173005002,1e+08,6.9,"Average",13679
"Eragon ","Stefen Fangmeier",2006,104,"Action",75030163,1e+08,5.1,"Average",4487
"Where the Wild Things Are ","Spike Jonze",2009,101,"Drama",77222184,1e+08,6.8,"Average",1738
"Epic ","Chris Wedge",2013,102,"Adventure",107515297,1e+08,6.7,"Average",14552
"The Tourist ","Florian Henckel von Donnersmarck",2010,103,"Action",67631157,1e+08,6,"Average",55175
"End of Days ","Peter Hyams",1999,121,"Action",66862068,8.3e+07,5.7,"Average",3903
"Blood Diamond ","Edward Zwick",2006,143,"Drama",57366262,1e+08,8,"Hit",33160
"The Wolf of Wall Street ","Martin Scorsese",2013,240,"Comedy",116866727,1e+08,8.2,"Hit",46057
"Batman Forever ","Joel Schumacher",1995,121,"Action",184031112,1e+08,5.4,"Average",2880
"Starship Troopers ","Paul Verhoeven",1997,129,"Action",54700065,1.05e+08,7.2,"Hit",2031
"Cloud Atlas ","Tom Tykwer",2012,172,"Drama",27098580,1.02e+08,7.5,"Hit",22686
"Legend of the Guardians: The Owls of Ga'Hoole ","Zack Snyder",2010,101,"Action",55673333,8e+07,7,"Average",4286
"Catwoman ","Pitof",2004,87,"Action",40198710,1e+08,3.3,"Average",3144
"Hercules ","Brett Ratner",2014,101,"Action",72660029,1e+08,6,"Average",16235
"Treasure Planet ","Ron Clements",2002,95,"Sci-Fi",38120554,1.4e+08,7.1,"Hit",26940
"Land of the Lost ","Brad Silberling",2009,102,"Comedy",49392095,1e+08,5.4,"Average",10552
"The Expendables 3 ","Patrick Hughes",2014,131,"Action",39292022,9e+07,6.1,"Average",52610
"Point Break ","Ericson Core",2015,114,"Action",28772222,1.05e+08,5.3,"Average",3962
"Son of the Mask ","Lawrence Guterman",2005,94,"Comedy",17010646,8.4e+07,2.2,"Flop",1195
"In the Heart of the Sea ","Ron Howard",2015,122,"Action",24985612,1e+08,7,"Average",28328
"The Adventures of Pluto Nash ","Ron Underwood",2002,95,"Action",4411102,1e+08,3.8,"Average",6161
"Green Zone ","Paul Greengrass",2010,115,"Action",35024475,1e+08,6.9,"Average",13761
"The Peanuts Movie ","Steve Martino",2015,88,"Comedy",130174897,9.9e+07,7.2,"Hit",309
"The Spanish Prisoner ","David Mamet",1997,110,"Drama",10200000,1e+07,7.3,"Hit",1722
"The Mummy Returns ","Stephen Sommers",2001,130,"Action",202007640,9.8e+07,6.3,"Average",15972
"Gangs of New York ","Martin Scorsese",2002,216,"Drama",77679638,1e+08,7.5,"Hit",47657
"The Flowers of War ","Yimou Zhang",2011,146,"Romance",9213,9.4e+07,7.6,"Hit",23240
"Surf's Up ","Ash Brannon",2007,85,"Comedy",58867694,1e+08,6.8,"Average",25590
"The Stepford Wives ","Frank Oz",2004,93,"Comedy",59475623,9e+07,5.2,"Average",13748
"Black Hawk Down ","Ridley Scott",2001,152,"Drama",108638745,9.2e+07,7.7,"Hit",4270
"The Campaign ","Jay Roach",2012,85,"Comedy",86897182,9.5e+07,6.2,"Average",9271
"The Fifth Element ","Luc Besson",1997,126,"Action",63540020,9.3e+07,7.7,"Hit",39319
"Sex and the City 2 ","Michael Patrick King",2010,146,"Comedy",95328937,1e+08,4.3,"Average",4555
"The Road to El Dorado ","Bibo Bergeron",2000,89,"Comedy",50802661,9.5e+07,6.9,"Average",3372
"Ice Age: Continental Drift ","Steve Martino",2012,88,"Comedy",161317423,9.5e+07,6.6,"Average",25354
"Cinderella ","Kenneth Branagh",2015,105,"Romance",201148159,9.5e+07,7,"Average",4671
"The Lovely Bones ","Peter Jackson",2009,135,"Drama",43982842,6.5e+07,6.7,"Average",2370
"Finding Nemo ","Andrew Stanton",2003,100,"Comedy",380838870,9.4e+07,8.2,"Hit",5641
"The Lord of the Rings: The Return of the King ","Peter Jackson",2003,192,"Action",377019252,9.4e+07,8.9,"Hit",6434
"The Lord of the Rings: The Two Towers ","Peter Jackson",2002,172,"Action",340478898,9.4e+07,8.7,"Hit",23052
"Seventh Son ","Sergey Bodrov",2014,102,"Action",17176900,9.5e+07,5.5,"Average",17098
"Lara Croft: Tomb Raider ","Simon West",2001,100,"Action",131144183,1.15e+08,5.7,"Average",12150
"Transcendence ","Wally Pfister",2014,119,"Romance",23014504,1e+08,6.3,"Average",54031
"Jurassic Park III ","Joe Johnston",2001,92,"Action",181166115,9.3e+07,5.9,"Average",2574
"Rise of the Planet of the Apes ","Rupert Wyatt",2011,105,"Action",176740650,9.3e+07,7.6,"Hit",13118
"The Spiderwick Chronicles ","Mark Waters",2008,107,"Adventure",71148699,9e+07,6.6,"Average",1614
"A Good Day to Die Hard ","John Moore",2013,101,"Action",67344392,9.2e+07,5.3,"Average",15481
"The Alamo ","John Lee Hancock",2004,137,"Drama",22406362,1.07e+08,6,"Average",5780
"The Incredibles ","Brad Bird",2004,115,"Action",261437578,9.2e+07,8,"Hit",1901
"Cutthroat Island ","Renny Harlin",1995,124,"Action",1.1e+07,9.8e+07,5.6,"Average",3611
"Percy Jackson & the Olympians: The Lightning Thief ","Chris Columbus",2010,118,"Adventure",88761720,9.5e+07,5.9,"Average",14024
"Men in Black ","Barry Sonnenfeld",1997,98,"Comedy",250147615,9e+07,7.3,"Hit",12998
"Toy Story 2 ","John Lasseter",1999,82,"Comedy",245823397,9e+07,7.9,"Hit",21275
"Unstoppable ","Tony Scott",2010,98,"Action",81557479,1e+08,6.8,"Average",25780
"Rush Hour 2 ","Brett Ratner",2001,90,"Action",226138454,9e+07,6.6,"Average",664
"What Lies Beneath ","Robert Zemeckis",2000,130,"Drama",155370362,1e+08,6.6,"Average",12890
"Cloudy with a Chance of Meatballs ","Phil Lord",2009,90,"Comedy",124870275,1e+08,7,"Average",1227
"Ice Age: Dawn of the Dinosaurs ","Carlos Saldanha",2009,94,"Action",196573705,9e+07,7,"Average",1258
"The Secret Life of Walter Mitty ","Ben Stiller",2013,114,"Comedy",58229120,9e+07,7.3,"Hit",5095
"Charlie's Angels ","McG",2000,94,"Action",125305545,9.2e+07,5.5,"Average",15419
"The Departed ","Martin Scorsese",2006,151,"Drama",132373442,9e+07,8.5,"Hit",45648
"Mulan ","Tony Bancroft",1998,88,"Adventure",120618403,9e+07,7.5,"Hit",4478
"Tropic Thunder ","Ben Stiller",2008,121,"Action",110416702,9.2e+07,7,"Average",23484
"The Girl with the Dragon Tattoo ","David Fincher",2011,158,"Drama",102515793,9e+07,7.8,"Hit",20388
"Die Hard with a Vengeance ","John McTiernan",1995,128,"Action",100012500,9e+07,7.6,"Hit",14274
"Sherlock Holmes ","Guy Ritchie",2009,128,"Action",209019489,9e+07,7.6,"Hit",23996
"Atlantis: The Lost Empire ","Gary Trousdale",2001,95,"Action",84037039,1.2e+08,6.8,"Average",15237
"Alvin and the Chipmunks: The Road Chip ","Walt Becker",2015,92,"Comedy",85884815,9e+07,5,"Average",38450
"Valkyrie ","Bryan Singer",2008,121,"Drama",83077470,7.5e+07,7.1,"Hit",14165
"You Don't Mess with the Zohan ","Dennis Dugan",2008,113,"Action",100018837,9e+07,5.5,"Average",13446
"Pixels ","Chris Columbus",2015,106,"Action",78747585,8.8e+07,5.6,"Average",35367
"A.I. Artificial Intelligence ","Steven Spielberg",2001,146,"Drama",78616689,1e+08,7.1,"Hit",6217
"The Haunted Mansion ","Rob Minkoff",2003,88,"Comedy",75817994,9e+07,4.9,"Average",2622
"Contact ","Robert Zemeckis",1997,150,"Drama",100853835,9e+07,7.4,"Hit",12289
"Hollow Man ","Paul Verhoeven",2000,119,"Action",73209340,9.5e+07,5.7,"Average",2356
"The Interpreter ","Sydney Pollack",2005,128,"Horror",72515360,8e+07,6.4,"Average",2100
"Percy Jackson: Sea of Monsters ","Thor Freudenthal",2013,106,"Adventure",68558662,9e+07,5.9,"Average",10882
"Lara Croft Tomb Raider: The Cradle of Life ","Jan de Bont",2003,117,"Action",65653758,9.5e+07,5.5,"Average",33154
"Now You See Me 2 ","Jon M. Chu",2016,129,"Action",64685359,9e+07,6.9,"Average",23031
"The Saint ","Phillip Noyce",1997,116,"Action",61355436,6.8e+07,6.2,"Average",475
"Spy Game ","Tony Scott",2001,114,"Action",26871,9.2e+07,7,"Average",12499
"Mission to Mars ","Brian De Palma",2000,114,"Sci-Fi",60874615,9e+07,5.6,"Average",4902
"Rio ","Carlos Saldanha",2011,96,"Comedy",143618384,9e+07,7,"Average",12071
"Bicentennial Man ","Chris Columbus",1999,132,"Comedy",58220776,1e+08,6.8,"Average",55254
"Volcano ","Mick Jackson",1997,104,"Action",47474112,9e+07,5.4,"Average",5062
"The Devil's Own ","Alan J. Pakula",1997,111,"Action",42877165,8.6e+07,6.1,"Average",26088
"K-19: The Widowmaker ","Kathryn Bigelow",2002,138,"Drama",35168677,1e+08,6.7,"Average",15149
"Conan the Barbarian ","John Milius",1982,129,"Adventure",37567440,2e+07,6.9,"Average",2024
"Cinderella Man ","Ron Howard",2005,144,"Drama",61644321,8.8e+07,8,"Hit",2523
"The Nutcracker in 3D ","Andrey Konchalovskiy",2010,110,"Action",190562,9e+07,4.4,"Average",2728
"Seabiscuit ","Gary Ross",2003,140,"Drama",120147445,8.7e+07,7.3,"Hit",13808
"Twister ","Jan de Bont",1996,113,"Action",241688385,9.2e+07,6.3,"Average",26239
"Cast Away ","Robert Zemeckis",2000,143,"Romance",233630478,9e+07,7.7,"Hit",15838
"Happy Feet ","George Miller",2006,108,"Comedy",197992827,1e+08,6.5,"Average",70996
"The Bourne Supremacy ","Paul Greengrass",2004,108,"Action",176049130,7.5e+07,7.8,"Hit",14161
"Air Force One ","Wolfgang Petersen",1997,124,"Action",172620724,8.5e+07,6.4,"Average",23603
"Ocean's Eleven ","Steven Soderbergh",2001,116,"Horror",183405771,8.5e+07,7.8,"Hit",13028
"The Three Musketeers ","Paul W.S. Anderson",2011,110,"Action",20315324,7.5e+07,5.8,"Average",27694
"Hotel Transylvania ","Genndy Tartakovsky",2012,91,"Comedy",148313048,8.5e+07,7.1,"Hit",37142
"Enchanted ","Kevin Lima",2007,107,"Comedy",127706877,8.5e+07,7.1,"Hit",662
"Safe House ","Daniel Espinosa",2012,115,"Action",126149655,8.5e+07,6.8,"Average",36237
"102 Dalmatians ","Kevin Lima",2000,100,"Comedy",66941559,8.5e+07,4.8,"Average",4182
"Tower Heist ","Brett Ratner",2011,104,"Action",78009155,7.5e+07,6.2,"Average",3768
"The Holiday ","Nancy Meyers",2006,138,"Comedy",63224849,8.5e+07,6.9,"Average",17423
"Enemy of the State ","Tony Scott",1998,140,"Action",111544445,9e+07,7.3,"Hit",11951
"It's Complicated ","Nancy Meyers",2009,120,"Comedy",112703470,8.5e+07,6.6,"Average",15226
"Ocean's Thirteen ","Steven Soderbergh",2007,122,"Horror",117144465,8.5e+07,6.9,"Average",43499
"Open Season ","Roger Allers",2006,83,"Comedy",84303558,8.5e+07,6.2,"Average",6081
"Divergent ","Neil Burger",2014,139,"Sci-Fi",150832203,8.5e+07,6.7,"Average",22226
"Enemy at the Gates ","Jean-Jacques Annaud",2001,131,"Drama",51396781,6.8e+07,7.6,"Hit",5103
"The Rundown ","Peter Berg",2003,104,"Action",47592825,8.5e+07,6.7,"Average",16930
"Last Action Hero ","John McTiernan",1993,130,"Action",50016394,7e+07,6.2,"Average",2407
"Memoirs of a Geisha ","Rob Marshall",2005,145,"Romance",57010853,8.5e+07,7.3,"Hit",2380
"The Fast and the Furious: Tokyo Drift ","Justin Lin",2006,104,"Action",62494975,8.5e+07,6,"Average",1235
"Arthur Christmas ","Sarah Smith",2011,97,"Comedy",46440491,1e+08,7.1,"Hit",2707
"Meet Joe Black ","Martin Brest",1998,178,"Romance",44606335,9e+07,7.1,"Hit",23950
"Collateral Damage ","Andrew Davis",2002,108,"Action",40048332,8.5e+07,5.5,"Average",1460
"Mirror Mirror ","Tarsem Singh",2012,106,"Comedy",64933670,8.5e+07,5.6,"Average",11454
"Scott Pilgrim vs. the World ","Edgar Wright",2010,112,"Action",31494270,6e+07,7.5,"Hit",12687
"The Core ","Jon Amiel",2003,135,"Action",31111260,6e+07,5.4,"Average",1439
"Nutty Professor II: The Klumps ","Peter Segal",2000,109,"Comedy",123307945,6.5e+07,4.3,"Average",2818
"Scooby-Doo ","Raja Gosnell",2002,86,"Comedy",153288182,8.4e+07,4.9,"Average",6355
"Dredd ","Pete Travis",2012,95,"Action",13401683,3.5e+07,7.1,"Hit",578
"Click ","Frank Coraci",2006,107,"Comedy",137340146,7e+07,6.4,"Average",12700
"Cats & Dogs: The Revenge of Kitty Galore ","Brad Peyton",2010,82,"Action",43575716,8.5e+07,4.3,"Average",3326
"Jumper ","Doug Liman",2008,88,"Action",80170146,8.5e+07,6.1,"Average",21863
"Hellboy II: The Golden Army ","Guillermo del Toro",2008,120,"Action",75754670,8.5e+07,7,"Average",3632
"Zodiac ","David Fincher",2007,162,"Drama",33048353,6.5e+07,7.7,"Hit",36928
"The 6th Day ","Roger Spottiswoode",2000,123,"Action",34543701,8.2e+07,5.9,"Average",5839
"Bruce Almighty ","Tom Shadyac",2003,101,"Comedy",242589580,8.1e+07,6.7,"Average",21276
"The Expendables ","Sylvester Stallone",2010,113,"Action",102981571,8e+07,6.5,"Average",46355
"Mission: Impossible ","Brian De Palma",1996,110,"Action",180965237,8e+07,7.1,"Hit",12760
"The Hunger Games ","Gary Ross",2012,142,"Drama",407999255,7.8e+07,7.3,"Hit",49942
"The Hangover Part II ","Todd Phillips",2011,102,"Comedy",254455986,8e+07,6.5,"Average",16143
"Batman Returns ","Tim Burton",1992,126,"Action",162831698,8e+07,7,"Average",2899
"Over the Hedge ","Tim Johnson",2006,83,"Comedy",155019340,8e+07,6.8,"Average",22813
"Lilo & Stitch ","Dean DeBlois",2002,85,"Comedy",145771527,8e+07,7.2,"Hit",3112
"Deep Impact ","Mimi Leder",1998,120,"Action",140459099,7.5e+07,6.1,"Average",22750
"RED 2 ","Dean Parisot",2013,116,"Action",53215979,8.4e+07,6.7,"Average",25220
"The Longest Yard ","Peter Segal",2005,113,"Comedy",158115031,8.2e+07,6.4,"Average",13693
"Alvin and the Chipmunks: Chipwrecked ","Mike Mitchell",2011,87,"Comedy",133103929,7.5e+07,4.4,"Average",4073
"Grown Ups 2 ","Dennis Dugan",2013,101,"Comedy",133668525,8e+07,5.4,"Average",39269
"Get Smart ","Peter Segal",2008,110,"Action",130313314,8e+07,6.5,"Average",44798
"Something's Gotta Give ","Nancy Meyers",2003,128,"Comedy",124590960,8e+07,6.7,"Average",22679
"Shutter Island ","Martin Scorsese",2010,138,"Horror",127968405,8e+07,8.1,"Hit",29585
"Four Christmases ","Seth Gordon",2008,88,"Comedy",120136047,8e+07,5.6,"Average",9913
"Robots ","Chris Wedge",2005,91,"Comedy",128200012,7.5e+07,6.3,"Average",1804
"Face/Off ","John Woo",1997,138,"Action",112225777,8e+07,7.3,"Hit",17087
"Bedtime Stories ","Adam Shankman",2008,99,"Comedy",109993847,8e+07,6.1,"Average",12831
"Road to Perdition ","Sam Mendes",2002,117,"Drama",104054514,8e+07,7.7,"Hit",16828
"Just Go with It ","Dennis Dugan",2011,117,"Comedy",103028109,8e+07,6.4,"Average",16325
"Con Air ","Simon West",1997,123,"Action",101087161,7.5e+07,6.8,"Average",15362
"Eagle Eye ","D.J. Caruso",2008,118,"Action",101111837,8e+07,6.6,"Average",5637
"Cold Mountain ","Anthony Minghella",2003,154,"Romance",95632614,7.9e+07,7.2,"Hit",61110
"The Book of Eli ","Albert Hughes",2010,118,"Action",94822707,8e+07,6.9,"Average",44797
"Flubber ","Les Mayfield",1997,90,"Comedy",92969824,8e+07,5.2,"Average",50005
"The Haunting ","Jan de Bont",1999,113,"Horror",91188905,8e+07,4.9,"Average",17786
"Space Jam ","Joe Pytka",1996,88,"Comedy",90443603,8e+07,6.3,"Average",15001
"The Pink Panther ","Shawn Levy",2006,93,"Comedy",82226474,6.5e+07,5.6,"Average",1267
"The Day the Earth Stood Still ","Scott Derrickson",2008,104,"Drama",79363785,8e+07,5.5,"Average",22194
"Conspiracy Theory ","Richard Donner",1997,135,"Action",76081498,7.5e+07,6.7,"Average",8355
"Fury ","David Ayer",2014,134,"Action",85707116,6.8e+07,7.6,"Hit",20411
"Six Days Seven Nights ","Ivan Reitman",1998,98,"Action",74329966,7e+07,5.7,"Average",12729
"Yogi Bear ","Eric Brevig",2010,80,"Comedy",100169068,8e+07,4.6,"Average",4394
"Spirit: Stallion of the Cimarron ","Kelly Asbury",2002,83,"Adventure",73215310,8e+07,7,"Average",14261
"Zookeeper ","Frank Coraci",2011,102,"Comedy",80360866,8e+07,5.2,"Average",5392
"Lost in Space ","Stephen Hopkins",1998,130,"Action",69102910,8e+07,5.1,"Average",12186
"The Manchurian Candidate ","Jonathan Demme",2004,129,"Drama",65948711,8e+07,6.6,"Average",20056
"Hotel Transylvania 2 ","Genndy Tartakovsky",2015,89,"Comedy",169692572,8e+07,6.7,"Average",26839
"Fantasia 2000 ","James Algar",1999,74,"Other",60507228,8e+07,7.3,"Hit",814
"The Time Machine ","Simon Wells",2002,96,"Action",56684819,8e+07,5.9,"Average",1919
"Mighty Joe Young ","Ron Underwood",1998,114,"Action",50628009,9e+07,5.6,"Average",10731
"Swordfish ","Dominic Sena",2001,99,"Action",69772969,8e+07,6.5,"Average",25942
"The Legend of Zorro ","Martin Campbell",2005,129,"Action",45356386,7.5e+07,5.9,"Average",2864
"What Dreams May Come ","Vincent Ward",1998,113,"Romance",55350897,8.5e+07,7,"Average",49631
"Little Nicky ","Steven Brill",2000,90,"Comedy",39442871,8e+07,5.3,"Average",25190
"The Brothers Grimm ","Terry Gilliam",2005,118,"Action",37899638,8.8e+07,5.9,"Average",27114
"Mars Attacks! ","Tim Burton",1996,106,"Action",37754208,7e+07,6.3,"Average",22590
"Surrogates ","Jonathan Mostow",2009,89,"Action",38542418,8e+07,6.3,"Average",18132
"Thirteen Days ","Roger Donaldson",2000,145,"Drama",34566746,8e+07,7.3,"Hit",1825
"Daylight ","Rob Cohen",1996,114,"Action",32885565,8e+07,5.8,"Average",25126
"Walking with Dinosaurs 3D ","Barry Cook",2013,87,"Adventure",36073232,8e+07,5.2,"Average",1971
"Battlefield Earth ","Roger Christian",2000,119,"Action",21471685,4.4e+07,2.4,"Flop",971
"Looney Tunes: Back in Action ","Joe Dante",2003,91,"Comedy",20950820,8e+07,5.7,"Average",5593
"Nine ","Rob Marshall",2009,118,"Romance",19673424,8e+07,5.8,"Average",619
"Timeline ","Richard Donner",2003,116,"Action",19480739,8e+07,5.6,"Average",43887
"The Postman ","Kevin Costner",1997,177,"Action",17593391,8e+07,6,"Average",4346
"Babe: Pig in the City ","George Miller",1998,97,"Comedy",18318000,8e+07,5.8,"Average",2521
"The Last Witch Hunter ","Breck Eisner",2015,106,"Action",27356090,9e+07,6,"Average",16922
"Red Planet ","Antony Hoffman",2000,106,"Action",17473245,7e+07,5.7,"Average",2
"Arthur and the Invisibles ","Luc Besson",2006,94,"Adventure",15131330,8.6e+07,6,"Average",683
"Oceans ","Jacques Perrin",2009,104,"Drama",19406406,4e+07,7.8,"Hit",152
"A Sound of Thunder ","Peter Hyams",2005,102,"Action",1891821,5.2e+07,4.2,"Average",1890
"Pompeii ","Paul W.S. Anderson",2014,105,"Action",23219748,8e+07,5.6,"Average",1099
"A Beautiful Mind ","Ron Howard",2001,135,"Drama",170708996,5.8e+07,8.2,"Hit",2827
"The Lion King ","Roger Allers",1994,73,"Drama",422783777,4.5e+07,8.5,"Hit",6458
"Journey 2: The Mysterious Island ","Brad Peyton",2012,94,"Action",103812241,7.9e+07,5.8,"Average",27842
"Cloudy with a Chance of Meatballs 2 ","Cody Cameron",2013,95,"Comedy",119793567,7.8e+07,6.5,"Average",848
"Red Dragon ","Brett Ratner",2002,124,"Drama",92930005,7.8e+07,7.2,"Hit",35867
"Hidalgo ","Joe Johnston",2004,136,"Action",67286731,1e+08,6.7,"Average",36925
"Jack and Jill ","Dennis Dugan",2011,91,"Comedy",74158157,7.9e+07,3.4,"Average",27405
"2 Fast 2 Furious ","John Singleton",2003,107,"Action",127083765,7.6e+07,5.9,"Average",25296
"The Little Prince ","Mark Osborne",2015,108,"Drama",1339152,81200000,7.8,"Hit",30230
"The Invasion ","Oliver Hirschbiegel",2007,99,"Sci-Fi",15071514,8e+07,5.9,"Average",2323
"The Adventures of Rocky & Bullwinkle ","Des McAnuff",2000,92,"Comedy",26000610,7.6e+07,4.1,"Average",28050
