All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Eduardo E. Rojas,177,42,32,25,30,"$588,907 ","$3,327 ",18%,49%,2016
Valerie K. Shanyfelt,251,51,49,36,48,"$588,417 ","$2,344 ",20%,53%,2016
Sandra Marie Adkins,117,25,31,25,22,"$583,288 ","$4,985 ",26%,67%,2016
Olivo I. Inirio,410,64,52,59,63,"$579,885 ","$1,414 ",13%,42%,2016
Hugh H. Robertson,107,37,23,28,18,"$579,461 ","$5,416 ",21%,64%,2016
James S. Acquilano,288,46,59,54,47,"$578,570 ","$2,009 ",20%,56%,2016
Joel Berndt,163,52,37,22,23,"$575,077 ","$3,528 ",23%,50%,2016
J. Guadalupe Guerrero,161,31,15,17,21,"$573,724 ","$3,564 ",9%,33%,2016
John A. Casey,152,21,20,26,31,"$572,600 ","$3,767 ",13%,51%,2016
"Clifford W. Sise, Jr.",62,25,8,11,5,"$572,375 ","$9,232 ",13%,39%,2016
Shane Wilson,267,64,26,25,34,"$571,160 ","$2,139 ",10%,32%,2016
Bernell B. Rhone,219,61,26,31,40,"$570,655 ","$2,606 ",12%,44%,2016
Dominick L. Schettino,99,44,9,14,17,"$570,533 ","$5,763 ",9%,40%,2016
Peter R. Walder,113,43,24,18,19,"$568,682 ","$5,033 ",21%,54%,2016
Michael A. LeCesse,283,48,45,50,47,"$568,068 ","$2,007 ",16%,50%,2016
Sandee D. Martin,218,36,37,34,33,"$567,297 ","$2,602 ",17%,48%,2016
Brian J. Koriner,92,31,16,22,11,"$567,155 ","$6,165 ",17%,53%,2016
Gary M. Scherer,101,26,20,17,17,"$565,131 ","$5,595 ",20%,53%,2016
James P. DiVito,104,26,21,17,17,"$565,046 ","$5,433 ",20%,53%,2016
Simon J. Buechler,159,41,22,27,12,"$563,191 ","$3,542 ",14%,38%,2016
Jay P. Bernardini,306,74,59,37,51,"$561,579 ","$1,835 ",19%,48%,2016
Brian Schweda,172,31,29,17,20,"$561,260 ","$3,263 ",17%,38%,2016
Gary W. Cross,163,32,24,31,15,"$560,029 ","$3,436 ",15%,43%,2016
Jeffrey L. Greenhill,228,44,37,34,42,"$552,752 ","$2,424 ",16%,50%,2016
Paulina Sinnefia,203,36,43,32,27,"$550,812 ","$2,713 ",21%,50%,2016
Richard Zielinski,296,54,46,42,48,"$544,018 ","$1,838 ",16%,46%,2016
Michael R. Matz,69,26,11,14,9,"$543,280 ","$7,874 ",16%,49%,2016
Miguel Vera,83,18,22,11,4,"$541,214 ","$6,521 ",27%,45%,2016
Patrick Gallagher,55,20,8,5,10,"$539,960 ","$9,817 ",15%,42%,2016
Harold Wyner,172,37,24,22,25,"$535,615 ","$3,114 ",14%,41%,2016
Erin C. McClellan,165,39,38,27,21,"$533,934 ","$3,236 ",23%,52%,2016
Enrique Arroyo,119,31,24,16,15,"$533,771 ","$4,485 ",20%,46%,2016
Larry E. Smith,256,54,55,41,32,"$530,857 ","$2,074 ",21%,50%,2016
John D. McKee,214,44,25,30,34,"$530,601 ","$2,479 ",12%,42%,2016
Kim A. Puhl,218,58,26,32,31,"$529,291 ","$2,428 ",12%,41%,2016
Paul M. Buttigieg,143,33,15,26,13,"$528,894 ","$3,699 ",10%,38%,2016
Joseph D. Davis,163,38,29,17,14,"$527,632 ","$3,237 ",18%,37%,2016
Victor Arceneaux,108,28,9,13,14,"$527,595 ","$4,885 ",8%,33%,2016
W. T. Howard,61,22,10,10,5,"$527,286 ","$8,644 ",16%,41%,2016
"Patrick Devereux, Jr.",61,20,15,8,11,"$525,383 ","$8,613 ",25%,56%,2016
Stuart C. Simon,81,22,11,12,13,"$520,608 ","$6,427 ",14%,44%,2016
Tony E. Sedillo,143,30,22,24,17,"$513,034 ","$3,588 ",15%,44%,2016
Michelle Lovell,100,26,21,16,17,"$509,779 ","$5,098 ",21%,54%,2016
Mike Anderson,180,36,41,34,28,"$507,211 ","$2,818 ",23%,57%,2016
Edward T. Allard,69,20,12,8,6,"$505,315 ","$7,323 ",17%,38%,2016
Burton K. Sipp,616,109,46,70,69,"$505,091 ",$820 ,7%,30%,2016
Dane Kobiskie,129,60,21,16,16,"$504,172 ","$3,908 ",16%,41%,2016
"Edward J. Coletti, Jr.",112,28,15,11,15,"$499,759 ","$4,462 ",13%,37%,2016
Anthony Pecoraro,103,28,19,24,15,"$499,000 ","$4,845 ",18%,56%,2016
Sammy Garcia,232,61,54,37,42,"$498,712 ","$2,150 ",23%,57%,2016
Stetson Rushton,486,100,50,62,64,"$497,203 ","$1,023 ",10%,36%,2016
Joe S. Offolter,252,55,26,28,41,"$496,958 ","$1,972 ",10%,38%,2016
David C. Anderson,345,75,51,50,65,"$491,412 ","$1,424 ",15%,48%,2016
Barbara J. Minshall,57,13,11,8,6,"$491,076 ","$8,615 ",19%,44%,2016
Rodrigo A. Ubillo,59,13,6,2,10,"$488,142 ","$8,274 ",10%,31%,2016
Robert Barbara,87,27,11,12,12,"$485,678 ","$5,583 ",13%,40%,2016
Valorie Lund,182,45,25,36,28,"$479,384 ","$2,634 ",14%,49%,2016
Glenroy Brown,214,38,20,33,31,"$477,939 ","$2,233 ",9%,39%,2016
Noel Sanchez,429,83,43,47,68,"$476,939 ","$1,112 ",10%,37%,2016
John A. Shirreffs,37,17,4,5,12,"$476,692 ","$12,884 ",11%,57%,2016
Jose D. Velez,198,50,54,36,29,"$474,257 ","$2,395 ",27%,60%,2016
Wayne W. Rice,236,29,20,31,39,"$473,648 ","$2,007 ",8%,38%,2016
Michael Charles Aro,108,21,14,10,17,"$473,124 ","$4,381 ",13%,38%,2016
Marya K. Montoya,115,35,12,14,12,"$472,722 ","$4,111 ",10%,33%,2016
Abigail C. Adsit,99,44,16,12,14,"$470,497 ","$4,752 ",16%,42%,2016
Jorge Lara,236,52,20,31,27,"$470,040 ","$1,992 ",8%,33%,2016
Kevin Rice,148,25,25,19,15,"$469,272 ","$3,171 ",17%,40%,2016
W. John Bourke,154,27,20,25,21,"$467,920 ","$3,038 ",13%,43%,2016
Michael E. Biehler,146,39,20,18,17,"$464,619 ","$3,182 ",14%,38%,2016
Juan Andres Rodriguez,156,42,17,22,20,"$463,625 ","$2,972 ",11%,38%,2016
Alex De Beauville,249,63,28,40,35,"$462,628 ","$1,858 ",11%,41%,2016
David D. McShane,240,54,31,30,25,"$462,427 ","$1,927 ",13%,36%,2016
Robin Schuster,201,41,22,24,24,"$459,763 ","$2,287 ",11%,35%,2016
Michael Keogh,35,16,7,8,9,"$458,935 ","$13,112 ",20%,69%,2016
Michael M. Moore,117,26,17,10,23,"$458,610 ","$3,920 ",15%,43%,2016
Lacey Gaudet,92,33,18,8,15,"$458,587 ","$4,985 ",20%,45%,2016
"Anthony R. Margotta, Jr.",51,16,14,13,8,"$457,534 ","$8,971 ",27%,69%,2016
David R. Vance,135,34,18,13,19,"$456,438 ","$3,381 ",13%,37%,2016
Tim P. Padilla,153,28,27,26,20,"$455,276 ","$2,976 ",18%,48%,2016
Michael E. Gorham,149,33,18,17,22,"$453,598 ","$3,044 ",12%,38%,2016
Gene Jacquot,110,24,17,18,14,"$452,635 ","$4,115 ",15%,45%,2016
Matt Kordenbrock,76,26,15,7,9,"$451,972 ","$5,947 ",20%,41%,2016
Ricky Courville,183,39,24,31,20,"$451,775 ","$2,469 ",13%,41%,2016
Hector O. Palma,117,36,18,14,16,"$449,691 ","$3,844 ",15%,41%,2016
J. Michael Baird,164,43,35,34,22,"$446,970 ","$2,725 ",21%,55%,2016
Randi Persaud,178,43,12,10,21,"$446,957 ","$2,511 ",7%,24%,2016
Vann Belvoir,132,39,12,12,15,"$446,160 ","$3,380 ",9%,30%,2016
Paul A. Smith,321,61,30,39,38,"$446,040 ","$1,390 ",9%,33%,2016
Javier Contreras,141,34,32,21,25,"$446,039 ","$3,163 ",23%,55%,2016
"Lester J. Stickler, Jr.",199,38,26,36,27,"$443,308 ","$2,228 ",13%,45%,2016
Scott H. Fairlie,102,32,17,7,15,"$442,397 ","$4,337 ",17%,38%,2016
Nancy Summers,91,26,18,23,12,"$442,341 ","$4,861 ",20%,58%,2016
Tim Girten,118,24,24,21,23,"$441,605 ","$3,742 ",20%,58%,2016
Philip A. Sims,95,24,23,20,12,"$439,850 ","$4,630 ",24%,58%,2016
Charles LoPresti,76,24,14,5,15,"$437,709 ","$5,759 ",18%,45%,2016
Mark Shuman,110,22,16,15,19,"$437,497 ","$3,977 ",15%,45%,2016
Dale L. Saunders,168,31,37,28,22,"$436,141 ","$2,596 ",22%,52%,2016
David H. Hinsley,144,32,15,21,17,"$434,942 ","$3,020 ",10%,37%,2016
Barbara Heads,173,39,22,29,30,"$434,527 ","$2,512 ",13%,47%,2016
Michael Lerman,55,14,13,9,3,"$433,929 ","$7,890 ",24%,45%,2016
Manny Perez,308,57,37,45,38,"$433,433 ","$1,407 ",12%,39%,2016
Paul M. Pearson,123,26,18,25,11,"$431,934 ","$3,512 ",15%,44%,2016
Jack Carava,90,33,17,16,12,"$431,766 ","$4,797 ",19%,50%,2016
"Jose R. Gonzalez, Jr.",163,36,29,26,19,"$428,710 ","$2,630 ",18%,45%,2016
Tony Rengstorf,133,31,27,24,21,"$428,222 ","$3,220 ",20%,54%,2016
Ronald G. Brown,277,57,26,30,22,"$427,755 ","$1,544 ",9%,28%,2016
M. Brent Davidson,213,50,16,19,38,"$426,493 ","$2,002 ",8%,34%,2016
Richard J. Rettele,286,48,40,43,31,"$424,796 ","$1,485 ",14%,40%,2016
Steve Knapp,136,33,17,12,16,"$423,383 ","$3,113 ",13%,33%,2016
Joshua C. Faulkner,257,45,35,33,26,"$422,790 ","$1,645 ",14%,37%,2016
Frank Leggio,100,27,21,19,16,"$419,290 ","$4,193 ",21%,56%,2016
"Benjamin W. Perkins, Jr.",69,22,16,9,8,"$418,193 ","$6,061 ",23%,48%,2016
David Cotey,129,20,10,15,16,"$417,092 ","$3,233 ",8%,32%,2016
Ashlee Brnjas,168,51,10,24,17,"$416,170 ","$2,477 ",6%,30%,2016
Dino K. Condilenios,62,15,16,7,12,"$415,777 ","$6,706 ",26%,56%,2016
Teresa M. Pompay,79,31,19,6,9,"$414,776 ","$5,250 ",24%,43%,2016
Michael Machowsky,78,33,16,8,7,"$414,726 ","$5,317 ",21%,40%,2016
Victor M. Trujillo,205,46,37,39,48,"$414,356 ","$2,021 ",18%,60%,2016
"Jose D. Garcia, Jr.",332,74,65,53,57,"$412,933 ","$1,244 ",20%,53%,2016
Chuck Spina,68,12,11,10,11,"$412,085 ","$6,060 ",16%,47%,2016
William Tharrenos,158,44,20,15,19,"$411,958 ","$2,607 ",13%,34%,2016
Timothy F. Ritchey,66,17,14,10,8,"$411,419 ","$6,234 ",21%,48%,2016
Michael Mattine,92,17,12,6,7,"$410,681 ","$4,464 ",13%,27%,2016
Dan L. McFarlane,152,51,20,22,16,"$410,527 ","$2,701 ",13%,38%,2016
William R. Connelly,146,33,22,20,24,"$410,454 ","$2,811 ",15%,45%,2016
Hernan Parra,244,69,26,26,25,"$409,020 ","$1,676 ",11%,32%,2016
Wayne D. Mogge,93,29,19,17,7,"$406,729 ","$4,373 ",20%,46%,2016
John F. Mazza,45,17,11,8,7,"$403,960 ","$8,977 ",24%,58%,2016
Jena M. Antonucci,106,30,11,20,10,"$402,837 ","$3,800 ",10%,39%,2016
Fred I. Danley,92,21,13,15,20,"$402,489 ","$4,375 ",14%,52%,2016
Manuel Badilla,122,23,15,24,22,"$401,124 ","$3,288 ",12%,50%,2016
Gregory D. Foley,95,33,8,11,20,"$400,477 ","$4,216 ",8%,41%,2016
Michael L. Reavis,110,41,25,19,13,"$396,840 ","$3,608 ",23%,52%,2016
Tim Dixon,241,42,31,28,26,"$395,714 ","$1,642 ",13%,35%,2016
Robert A. Raymond,155,31,27,18,21,"$395,467 ","$2,551 ",17%,43%,2016
Andy Gladd,175,42,28,31,24,"$395,304 ","$2,259 ",16%,47%,2016
Cipriano Contreras,100,29,25,22,13,"$394,384 ","$3,944 ",25%,60%,2016
Gilberto Escobar,307,68,60,50,46,"$393,162 ","$1,281 ",20%,51%,2016
Mark J. Cristel,128,39,17,13,15,"$392,836 ","$3,069 ",13%,35%,2016
J. Willard Thompson,101,27,12,16,15,"$391,937 ","$3,881 ",12%,43%,2016
Rigoberto Velasquez,261,41,44,50,45,"$391,032 ","$1,498 ",17%,53%,2016
Gary Stute,64,21,12,12,10,"$390,993 ","$6,109 ",19%,53%,2016
Dick Cappellucci,140,38,24,22,23,"$390,608 ","$2,790 ",17%,49%,2016
Ryan D. Walsh,70,12,11,9,13,"$389,691 ","$5,567 ",16%,47%,2016
Dick R. Clark,138,30,12,20,21,"$388,909 ","$2,818 ",9%,38%,2016
Jane Cibelli,83,31,13,10,13,"$388,606 ","$4,682 ",16%,43%,2016
Dan H. Dennison,179,40,20,22,28,"$387,236 ","$2,163 ",11%,39%,2016
Jerry Gourneau,329,70,42,41,44,"$386,736 ","$1,175 ",13%,39%,2016
Philip M. Serpe,34,16,4,5,6,"$386,617 ","$11,371 ",12%,44%,2016
Merrill R. Scherer,67,19,19,10,12,"$386,072 ","$5,762 ",28%,61%,2016
Shelbe Ruis,28,14,5,2,3,"$384,890 ","$13,746 ",18%,36%,2016
A. C. Avila,62,23,6,13,8,"$384,340 ","$6,199 ",10%,44%,2016
Victor Garcia Orozco,351,97,71,66,67,"$383,752 ","$1,093 ",20%,58%,2016
Rodney C. Faulkner,444,62,27,40,56,"$379,868 ",$856 ,6%,28%,2016
Carlos H. Silva,111,21,19,18,16,"$379,196 ","$3,416 ",17%,48%,2016
Danele Durham,148,27,16,18,16,"$379,127 ","$2,562 ",11%,34%,2016
Penny Pearce,76,19,10,8,10,"$377,741 ","$4,970 ",13%,37%,2016
"Francis Abbott, III",67,26,12,5,12,"$374,238 ","$5,586 ",18%,43%,2016
Eddie Truman,87,39,14,10,9,"$374,153 ","$4,301 ",16%,38%,2016
John Brocklebank,76,36,10,10,11,"$372,400 ","$4,900 ",13%,41%,2016
Angela Maria Aquino,284,69,47,39,44,"$370,120 ","$1,303 ",17%,46%,2016
Bill McLean,184,34,24,31,27,"$369,513 ","$2,008 ",13%,45%,2016
Nick Joseph Caruso,153,35,23,17,21,"$369,112 ","$2,412 ",15%,40%,2016
Tim Yakteen,90,31,14,13,11,"$367,480 ","$4,083 ",16%,42%,2016
Angel M. Rodriguez,89,43,18,17,11,"$366,403 ","$4,117 ",20%,52%,2016
Troy Taylor,99,31,19,14,13,"$364,657 ","$3,683 ",19%,46%,2016
Jevon D. Crumley,157,28,29,16,21,"$360,483 ","$2,296 ",18%,42%,2016
"H. Ray Ashford, Jr.",183,59,22,29,25,"$360,482 ","$1,970 ",12%,42%,2016
Don Schnell,179,36,42,43,23,"$360,385 ","$2,013 ",23%,60%,2016
H. James Bond,74,22,7,13,12,"$359,254 ","$4,855 ",9%,43%,2016
Joe Woodard,190,50,33,35,31,"$358,233 ","$1,885 ",17%,52%,2016
Gennadi Dorochenko,286,45,16,20,32,"$358,056 ","$1,252 ",6%,24%,2016
Steve Margolis,96,33,9,15,12,"$357,360 ","$3,723 ",9%,38%,2016
Steve Hobby,90,31,10,9,8,"$355,202 ","$3,947 ",11%,30%,2016
Jose M. Camejo,98,33,22,8,16,"$352,054 ","$3,592 ",22%,47%,2016
Naipaul Chatterpaul,97,33,6,11,13,"$351,622 ","$3,625 ",6%,31%,2016
Darwin D. Banach,91,24,16,16,8,"$350,775 ","$3,855 ",18%,44%,2016
John Mattine,90,21,10,12,12,"$350,716 ","$3,897 ",11%,38%,2016
"Angel O. Montano, Sr.",129,28,18,14,17,"$349,816 ","$2,712 ",14%,38%,2016
Ivan Vazquez,237,38,13,18,31,"$348,609 ","$1,471 ",5%,26%,2016
Edwin Vizcarrondo,182,73,71,36,28,"$348,222 ","$1,913 ",39%,74%,2016
Donald R. White,128,28,15,6,15,"$348,193 ","$2,720 ",12%,28%,2016
David Van Winkle,100,34,19,18,6,"$347,795 ","$3,478 ",19%,43%,2016
Kevin G. Sleeter,59,9,5,6,12,"$347,460 ","$5,889 ",8%,39%,2016
Doug Matthews,74,20,14,20,5,"$346,066 ","$4,677 ",19%,53%,2016
Chris Stenslie,116,25,18,19,20,"$344,852 ","$2,973 ",16%,49%,2016
Gina Rosenthal,67,15,12,8,11,"$343,699 ","$5,130 ",18%,46%,2016
Joseph M. Poole,174,29,36,23,20,"$342,624 ","$1,969 ",21%,45%,2016
David Walters,128,27,18,18,20,"$342,341 ","$2,675 ",14%,44%,2016
Susan L. Anderson,153,32,31,33,15,"$341,789 ","$2,234 ",20%,52%,2016
Veronica Griggs,185,46,17,24,33,"$341,620 ","$1,847 ",9%,40%,2016
Clifford DeLima,158,37,19,23,26,"$341,432 ","$2,161 ",12%,43%,2016
Annette M. Eubanks,144,18,19,17,25,"$340,781 ","$2,367 ",13%,42%,2016
"Ignacio Correas, IV",76,29,11,17,12,"$340,082 ","$4,475 ",14%,53%,2016
Damon R. Dilodovico,100,21,9,16,7,"$339,768 ","$3,398 ",9%,32%,2016
David B. Martinez,114,21,18,20,11,"$339,393 ","$2,977 ",16%,43%,2016
Lonnie Briley,93,22,15,10,10,"$338,539 ","$3,640 ",16%,38%,2016
Victoria H. Oliver,50,22,9,4,9,"$338,051 ","$6,761 ",18%,44%,2016
Gary Mandella,30,14,3,4,6,"$337,295 ","$11,243 ",10%,43%,2016
Henry Collazo,61,19,12,5,11,"$337,123 ","$5,527 ",20%,46%,2016
Robin L. Graham,83,28,7,6,13,"$336,754 ","$4,057 ",8%,31%,2016
Thomas W. Sam,93,23,14,11,7,"$336,447 ","$3,618 ",15%,34%,2016
Donald Melancon,290,53,17,26,36,"$336,111 ","$1,159 ",6%,27%,2016
S. Matthew Kintz,134,27,20,21,16,"$335,496 ","$2,504 ",15%,43%,2016
Derek S. Ryan,111,32,7,20,21,"$335,276 ","$3,021 ",6%,43%,2016
Kenneth Gleason,129,32,29,16,24,"$335,012 ","$2,597 ",22%,53%,2016
Rafael Becerra,94,19,7,12,19,"$333,508 ","$3,548 ",7%,40%,2016
Benny R. Feliciano,71,16,18,13,18,"$333,346 ","$4,695 ",25%,69%,2016
Hubert Gaffney,234,57,19,17,39,"$333,242 ","$1,424 ",8%,32%,2016
Carla Gaines,59,30,5,3,8,"$332,605 ","$5,637 ",8%,27%,2016
Ralph Martinez,227,46,25,25,25,"$332,078 ","$1,463 ",11%,33%,2016
Dennis Ward,178,49,20,30,26,"$330,822 ","$1,859 ",11%,43%,2016
Linda L. Albert,107,22,10,14,10,"$330,490 ","$3,089 ",9%,32%,2016
Daniel Velazquez,86,25,12,12,15,"$330,145 ","$3,839 ",14%,45%,2016
Gil Matos,130,31,24,20,22,"$329,934 ","$2,538 ",18%,51%,2016
Frank L. Pollara,65,9,5,11,3,"$329,517 ","$5,069 ",8%,29%,2016
Ronald W. Puhl,141,35,16,23,22,"$328,945 ","$2,333 ",11%,43%,2016
William B. Van Meter,66,22,8,8,10,"$327,481 ","$4,962 ",12%,39%,2016
"Robert A. Wolfe, Jr.",110,19,9,12,11,"$327,352 ","$2,976 ",8%,29%,2016
Dee Poulos,120,19,19,15,16,"$326,916 ","$2,724 ",16%,42%,2016
Matthew Chew,68,31,8,5,8,"$326,180 ","$4,797 ",12%,31%,2016
Ron Grieves,157,44,33,27,21,"$325,234 ","$2,072 ",21%,52%,2016
Lawrence E. Murray,44,13,6,9,9,"$324,924 ","$7,385 ",14%,55%,2016
Todd M. Beattie,95,35,17,14,7,"$324,791 ","$3,419 ",18%,40%,2016
Nicholas Nosowenko,103,18,11,9,17,"$324,382 ","$3,149 ",11%,36%,2016
"A. Ferris Allen, III",127,41,13,11,14,"$323,444 ","$2,547 ",10%,30%,2016
Randy Oberlander,81,20,14,17,12,"$323,009 ","$3,988 ",17%,53%,2016
Dee Curry,108,21,7,16,8,"$322,595 ","$2,987 ",6%,29%,2016
Anthony F. Rini,113,29,20,24,16,"$321,894 ","$2,849 ",18%,53%,2016
Molly J. Pearson,119,35,17,14,12,"$321,595 ","$2,702 ",14%,36%,2016
Samuel Diaz,118,19,32,24,21,"$321,328 ","$2,723 ",27%,65%,2016
Michele Boyce,80,25,17,11,13,"$320,888 ","$4,011 ",21%,51%,2016
John T. Brown,343,56,16,39,30,"$320,753 ",$935 ,5%,25%,2016
Aubrey A. Maragh,91,33,18,15,14,"$320,505 ","$3,522 ",20%,52%,2016
Matthew Clarke,129,23,24,20,23,"$320,480 ","$2,484 ",19%,52%,2016
Denyse McClachrie,101,23,18,9,19,"$320,393 ","$3,172 ",18%,46%,2016
Mitchell E. Friedman,73,20,9,14,8,"$319,513 ","$4,377 ",12%,42%,2016
Blane Servis,59,14,8,5,5,"$319,362 ","$5,413 ",14%,31%,2016
Shelley Brown,199,42,33,27,37,"$319,159 ","$1,604 ",17%,49%,2016
Robert Baze,305,63,34,32,37,"$317,972 ","$1,043 ",11%,34%,2016
Aaron Shorter,151,35,18,23,18,"$317,855 ","$2,105 ",12%,39%,2016
Michael Puhich,159,44,25,31,25,"$316,971 ","$1,994 ",16%,51%,2016
James W. Ferraro,102,19,6,9,9,"$316,638 ","$3,104 ",6%,24%,2016
Mike L. Rone,90,26,12,16,11,"$315,774 ","$3,509 ",13%,43%,2016
Eberd Estrada,71,21,15,12,8,"$315,724 ","$4,447 ",21%,49%,2016
John Snow,137,22,25,19,27,"$313,970 ","$2,292 ",18%,52%,2016
Jack Frost,77,25,17,6,13,"$313,852 ","$4,076 ",22%,47%,2016
Steven Dwoskin,98,33,17,22,12,"$313,010 ","$3,194 ",17%,52%,2016
Dale Bennett,102,30,27,13,18,"$311,730 ","$3,056 ",26%,57%,2016
K. K. Jayaraman,85,21,8,18,6,"$311,383 ","$3,663 ",9%,38%,2016
"Robert B. Hess, Sr.",127,38,29,23,21,"$310,861 ","$2,448 ",23%,57%,2016
Arderson Santiago,399,89,41,39,46,"$310,352 ",$778 ,10%,32%,2016
Joseph W. Mazza,59,14,8,8,6,"$308,194 ","$5,224 ",14%,37%,2016
Dan L. Hendricks,53,18,8,5,4,"$307,395 ","$5,800 ",15%,32%,2016
Philip Hall,84,16,19,13,7,"$306,927 ","$3,654 ",23%,46%,2016
Angel L. Calderon,347,46,38,58,53,"$306,249 ",$883 ,11%,43%,2016
Mark R. Frostad,33,12,7,5,4,"$306,151 ","$9,277 ",21%,48%,2016
Roger A. Brueggemann,92,33,20,10,9,"$305,817 ","$3,324 ",22%,42%,2016
Howard Alonzo,124,29,18,12,8,"$305,595 ","$2,464 ",15%,31%,2016
"Eric D. Nelson, Jr.",180,46,13,12,30,"$305,491 ","$1,697 ",7%,31%,2016
Julie A. Pappada,161,31,35,21,22,"$305,308 ","$1,896 ",22%,48%,2016
"Oscar S. Barrera, III",78,21,6,8,6,"$305,087 ","$3,911 ",8%,26%,2016
John W. Baird,178,26,35,31,29,"$304,316 ","$1,710 ",20%,53%,2016
Ricardo Negron,419,64,45,70,62,"$304,045 ",$726 ,11%,42%,2016
Tommy C. Short,207,37,22,31,23,"$302,129 ","$1,460 ",11%,37%,2016
Larry Pilotti,69,23,14,8,9,"$301,403 ","$4,368 ",20%,45%,2016
David Nunn,77,30,17,12,11,"$301,191 ","$3,912 ",22%,52%,2016
Ronnie P. Ward,224,41,12,21,33,"$300,055 ","$1,340 ",5%,29%,2016
Craig Dollase,71,30,6,9,7,"$299,410 ","$4,217 ",8%,31%,2016
Robert Ribaudo,20,9,4,5,2,"$298,572 ","$14,929 ",20%,55%,2016
Jack Steiner,66,19,15,9,13,"$298,286 ","$4,519 ",23%,56%,2016
Eduardo Falcon,144,38,37,31,18,"$298,059 ","$2,070 ",26%,60%,2016
Mindy J. Willis,109,41,18,21,14,"$297,285 ","$2,727 ",17%,49%,2016
Pedro Hernandez-Sandoval,123,29,32,27,16,"$296,134 ","$2,408 ",26%,61%,2016
Clifford F. Wilkinson,198,38,27,33,28,"$295,174 ","$1,491 ",14%,44%,2016
Miguel Angel Silva,204,64,24,35,29,"$294,656 ","$1,444 ",12%,43%,2016
John C. Carlisle,122,30,30,16,19,"$294,171 ","$2,411 ",25%,53%,2016
John A. Capellini,285,50,31,43,46,"$293,874 ","$1,031 ",11%,42%,2016
Rodney J. Cone,214,37,28,29,42,"$293,846 ","$1,373 ",13%,46%,2016
Patrick B. McBurney,71,25,10,5,10,"$292,209 ","$4,116 ",14%,35%,2016
Fernando Ferreira,176,23,15,19,23,"$291,963 ","$1,659 ",9%,32%,2016
Julia Carey,44,15,9,4,7,"$291,369 ","$6,622 ",20%,45%,2016
Timothy Hooper,168,42,17,15,23,"$291,268 ","$1,734 ",10%,33%,2016
Oscar Modica,61,18,10,10,10,"$290,760 ","$4,767 ",16%,49%,2016
Sergio Ledezma,149,41,24,9,25,"$290,518 ","$1,950 ",16%,39%,2016
"William J. Denzik, Jr.",21,8,3,2,3,"$289,880 ","$13,804 ",14%,38%,2016
"Thomas S. McCooey, Jr.",56,16,8,5,9,"$289,745 ","$5,174 ",14%,39%,2016
Glenn Kopp,154,35,33,29,23,"$289,608 ","$1,881 ",21%,55%,2016
Steve M. Sherman,164,69,29,22,16,"$288,710 ","$1,760 ",18%,41%,2016
Joan Petrowski,279,50,25,27,39,"$287,844 ","$1,032 ",9%,33%,2016
Ricky Griffith,71,27,13,8,8,"$287,414 ","$4,048 ",18%,41%,2016
Luis Duco,128,37,15,14,21,"$287,330 ","$2,245 ",12%,39%,2016
Cheryl Winebaugh,102,13,12,14,14,"$286,759 ","$2,811 ",12%,39%,2016
George R. Albright,151,30,18,13,21,"$286,639 ","$1,898 ",12%,34%,2016
Keisy Cartagena,147,42,18,24,18,"$286,133 ","$1,946 ",12%,41%,2016
Timothy H. Shea,136,15,12,18,17,"$285,548 ","$2,100 ",9%,35%,2016
Craig Robert Smith,197,40,45,29,26,"$285,381 ","$1,449 ",23%,51%,2016
Raymond Handal,36,12,8,6,4,"$284,284 ","$7,897 ",22%,50%,2016
Craig MacPherson,131,25,22,21,18,"$284,157 ","$2,169 ",17%,47%,2016
Floyd W. Snyder,75,13,5,6,16,"$283,642 ","$3,782 ",7%,36%,2016
Charles P. Hukill,226,42,17,16,29,"$282,958 ","$1,252 ",8%,27%,2016
Tom Wenzel,68,18,15,14,8,"$282,838 ","$4,159 ",22%,54%,2016
Aldana Gonzalez,191,34,15,27,35,"$282,670 ","$1,480 ",8%,40%,2016
James E. Hodges,101,39,15,18,20,"$282,459 ","$2,797 ",15%,52%,2016
Terry Eoff,180,34,17,15,26,"$282,056 ","$1,567 ",9%,32%,2016
Marcial Navarro,83,37,16,11,9,"$281,890 ","$3,396 ",19%,43%,2016
Jody Pruitt,141,28,15,19,17,"$281,547 ","$1,997 ",11%,36%,2016
Bart Baird,228,42,46,39,23,"$280,598 ","$1,231 ",20%,47%,2016
Ian Black,68,15,10,11,3,"$280,403 ","$4,124 ",15%,35%,2016
Randall R. Russell,219,46,14,17,33,"$280,227 ","$1,280 ",6%,29%,2016
Russell J. Cash,49,14,4,4,8,"$279,420 ","$5,702 ",8%,33%,2016
Jonathan Nance,203,53,33,31,29,"$279,375 ","$1,376 ",16%,46%,2016
Jason Lisboa,239,43,57,44,34,"$278,966 ","$1,167 ",24%,56%,2016
Timothy A. Hills,61,21,5,10,6,"$278,277 ","$4,562 ",8%,34%,2016
Charles Lawson,211,32,30,18,23,"$277,869 ","$1,317 ",14%,34%,2016
Bruce M. Kravets,155,36,15,21,20,"$277,842 ","$1,793 ",10%,36%,2016
