All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Olivo I. Inirio,368,52,43,47,46,"$561,363 ","$1,525 ",12%,37%,2017
Edward R. Barker,71,20,10,15,7,"$558,314 ","$7,864 ",14%,45%,2017
"Jose R. Gonzalez, Jr.",206,41,31,20,25,"$555,107 ","$2,695 ",15%,37%,2017
Tim Glyshaw,154,41,22,22,16,"$553,178 ","$3,592 ",14%,39%,2017
Todd M. Beattie,152,38,27,27,19,"$552,563 ","$3,635 ",18%,48%,2017
Silvio L. Martin,134,25,19,19,16,"$552,351 ","$4,122 ",14%,40%,2017
Angel M. Rodriguez,116,51,29,21,15,"$551,825 ","$4,757 ",25%,56%,2017
Thomas Albertrani,107,43,7,12,22,"$551,761 ","$5,157 ",7%,38%,2017
"Lester J. Stickler, Jr.",189,32,30,32,28,"$549,090 ","$2,905 ",16%,48%,2017
Victor M. Trujillo,261,56,42,46,37,"$548,388 ","$2,101 ",16%,48%,2017
Philip T. Aristone,206,44,19,23,34,"$547,500 ","$2,658 ",9%,37%,2017
Dee Curry,116,26,20,15,22,"$546,414 ","$4,710 ",17%,49%,2017
Chris M. Block,102,43,20,16,16,"$537,958 ","$5,274 ",20%,51%,2017
Sandee D. Martin,199,35,34,28,27,"$535,764 ","$2,692 ",17%,45%,2017
Lacey Gaudet,146,53,20,20,24,"$534,203 ","$3,659 ",14%,44%,2017
Rodney C. Faulkner,376,52,31,36,55,"$527,832 ","$1,404 ",8%,32%,2017
Hugh H. Robertson,135,49,25,28,28,"$524,499 ","$3,885 ",19%,60%,2017
"Dale White, Sr.",169,56,28,36,28,"$524,002 ","$3,101 ",17%,54%,2017
Miguel Angel Silva,270,74,47,37,39,"$523,881 ","$1,940 ",17%,46%,2017
Mike L. Rone,115,31,22,23,21,"$523,285 ","$4,550 ",19%,57%,2017
Joseph G. Parker,84,24,15,10,10,"$521,634 ","$6,210 ",18%,42%,2017
Dominick L. Schettino,57,25,7,10,8,"$519,690 ","$9,117 ",12%,44%,2017
Mike Puype,130,61,17,18,18,"$513,415 ","$3,949 ",13%,41%,2017
"Saffie A. Joseph, Jr.",99,37,26,16,13,"$513,335 ","$5,185 ",26%,56%,2017
Jose M. Camejo,110,30,31,22,17,"$510,649 ","$4,642 ",28%,64%,2017
Anthony Farrior,108,43,21,18,11,"$509,720 ","$4,720 ",19%,46%,2017
Ronald W. Ellis,89,45,15,15,15,"$509,645 ","$5,726 ",17%,51%,2017
Andy Gladd,227,48,45,25,23,"$508,994 ","$2,242 ",20%,41%,2017
Malcolm Pierce,43,20,7,8,6,"$506,976 ","$11,790 ",16%,49%,2017
Michael A. LeCesse,282,50,40,41,46,"$506,915 ","$1,798 ",14%,45%,2017
"Louis C. Linder, Jr.",142,29,17,17,22,"$504,050 ","$3,550 ",12%,39%,2017
Roger F. Engel,95,36,28,18,10,"$503,905 ","$5,304 ",29%,59%,2017
Juan Serey,118,21,19,13,11,"$503,528 ","$4,267 ",16%,36%,2017
Kelly Rubley,83,28,15,13,14,"$501,755 ","$6,045 ",18%,51%,2017
Joseph F. Orseno,132,55,13,21,23,"$500,898 ","$3,795 ",10%,43%,2017
James M. Cassidy,93,32,8,11,8,"$499,475 ","$5,371 ",9%,29%,2017
Michael E. Hushion,56,25,9,10,6,"$497,673 ","$8,887 ",16%,45%,2017
James S. Acquilano,258,44,39,56,35,"$495,439 ","$1,920 ",15%,50%,2017
Shane M. Spiess,476,91,54,80,54,"$492,188 ","$1,034 ",11%,39%,2017
Corale A. Richards,233,47,26,29,29,"$491,040 ","$2,107 ",11%,36%,2017
Wayne D. Mogge,97,24,20,10,14,"$487,388 ","$5,025 ",21%,45%,2017
Steve M. Sherman,221,70,43,34,32,"$481,298 ","$2,178 ",19%,49%,2017
Gustavo Delgado,127,43,12,22,19,"$480,784 ","$3,786 ",9%,42%,2017
Jeff Mullins,91,40,14,15,18,"$479,726 ","$5,272 ",15%,52%,2017
Eric R. Reed,160,50,31,26,27,"$478,903 ","$2,993 ",19%,53%,2017
M. Brent Davidson,228,55,21,34,35,"$478,527 ","$2,099 ",9%,39%,2017
Kevin Eikleberry,98,27,27,14,13,"$478,068 ","$4,878 ",28%,55%,2017
Justin Jeansonne,66,18,17,8,10,"$476,888 ","$7,226 ",26%,53%,2017
Nancy Summers,132,31,23,20,13,"$476,728 ","$3,612 ",17%,42%,2017
Adam Kitchingman,39,17,8,7,4,"$476,624 ","$12,221 ",21%,49%,2017
Richard Vega,128,31,19,18,14,"$476,279 ","$3,721 ",15%,40%,2017
Burton K. Sipp,571,112,44,50,71,"$476,231 ",$834 ,8%,29%,2017
Hector O. Palma,120,37,16,17,17,"$472,835 ","$3,940 ",13%,42%,2017
Robert Mosco,130,29,17,22,20,"$472,814 ","$3,637 ",13%,45%,2017
J. Guadalupe Guerrero,161,28,12,22,12,"$471,885 ","$2,931 ",7%,29%,2017
Bernell B. Rhone,202,57,32,27,22,"$470,519 ","$2,329 ",16%,40%,2017
Steven B. Flint,137,30,18,19,18,"$468,900 ","$3,423 ",13%,40%,2017
Don Schnell,149,30,45,24,24,"$468,622 ","$3,145 ",30%,62%,2017
Paul M. Buttigieg,130,28,12,18,18,"$467,351 ","$3,595 ",9%,37%,2017
Tony Rengstorf,127,30,19,21,19,"$466,602 ","$3,674 ",15%,46%,2017
James E. Hodges,105,31,23,19,16,"$465,961 ","$4,438 ",22%,55%,2017
Vann Belvoir,114,36,17,10,22,"$465,935 ","$4,087 ",15%,43%,2017
Mark V. Salvaggio,206,55,23,32,40,"$465,303 ","$2,259 ",11%,46%,2017
Rohan Crichton,84,24,18,15,17,"$464,542 ","$5,530 ",21%,60%,2017
Dale L. Saunders,171,33,31,32,32,"$462,196 ","$2,703 ",18%,56%,2017
"Thomas Drury, Jr.",90,36,23,13,18,"$461,107 ","$5,123 ",26%,60%,2017
John A. Casey,142,26,20,17,21,"$460,443 ","$3,243 ",14%,41%,2017
Kevin Rice,150,32,25,22,20,"$460,388 ","$3,069 ",17%,45%,2017
Luis Duco,124,27,21,16,18,"$460,042 ","$3,710 ",17%,44%,2017
Brent Angelle,202,41,31,49,26,"$459,590 ","$2,275 ",15%,52%,2017
Antonio Arriaga,74,19,15,10,10,"$456,905 ","$6,174 ",20%,47%,2017
Howard Alonzo,169,33,21,13,21,"$456,220 ","$2,700 ",12%,33%,2017
John T. Brown,277,55,29,29,36,"$454,814 ","$1,642 ",10%,34%,2017
Harold Wyner,164,34,17,22,26,"$454,056 ","$2,769 ",10%,40%,2017
Gilberto Zerpa,80,38,27,14,6,"$453,620 ","$5,670 ",34%,59%,2017
Alan Klanfer,101,27,21,23,20,"$451,995 ","$4,475 ",21%,63%,2017
Ron Faucheux,118,52,17,26,13,"$450,720 ","$3,820 ",14%,47%,2017
Vito Armata,85,16,14,14,7,"$450,080 ","$5,295 ",16%,41%,2017
Joe S. Offolter,207,46,24,24,28,"$447,680 ","$2,163 ",12%,37%,2017
Dan L. McFarlane,119,37,20,15,24,"$447,639 ","$3,762 ",17%,50%,2017
Ivan Vazquez,301,43,22,25,34,"$446,888 ","$1,485 ",7%,27%,2017
Rodney C. Richards,52,14,11,10,10,"$446,680 ","$8,590 ",21%,60%,2017
Alexander F. McPherson,44,10,6,6,5,"$446,099 ","$10,139 ",14%,39%,2017
Martin D. Wolfson,34,12,7,0,4,"$444,700 ","$13,079 ",21%,32%,2017
Joseph D. Davis,178,40,21,19,23,"$444,489 ","$2,497 ",12%,35%,2017
Rachel Sells,173,41,24,20,29,"$443,586 ","$2,564 ",14%,42%,2017
Michael Charles Aro,139,30,13,21,19,"$441,736 ","$3,178 ",9%,38%,2017
William B. Van Meter,70,27,9,11,8,"$439,090 ","$6,273 ",13%,40%,2017
Craig Robert Smith,241,40,48,39,42,"$438,849 ","$1,821 ",20%,54%,2017
"Ignacio Correas, IV",66,36,11,7,5,"$437,437 ","$6,628 ",17%,35%,2017
Manny Perez,267,67,40,39,34,"$437,186 ","$1,637 ",15%,42%,2017
Demelza McMahon,107,43,23,20,15,"$434,014 ","$4,056 ",21%,54%,2017
Ricky Courville,163,36,12,24,27,"$433,690 ","$2,661 ",7%,39%,2017
Randy Allen,99,21,10,12,12,"$433,617 ","$4,380 ",10%,34%,2017
Teresa M. Pompay,83,28,13,10,12,"$432,899 ","$5,216 ",16%,42%,2017
Terry Eoff,220,56,21,25,43,"$426,818 ","$1,940 ",10%,40%,2017
"Robert N. Falcone, Jr.",63,28,14,9,5,"$426,160 ","$6,764 ",22%,44%,2017
Gaston Grant,42,8,4,2,3,"$424,906 ","$10,117 ",10%,21%,2017
Darwin D. Banach,65,21,13,11,6,"$423,084 ","$6,509 ",20%,46%,2017
John Rigattieri,83,16,23,19,16,"$422,680 ","$5,093 ",28%,70%,2017
Jose M. Jimenez,235,64,58,60,26,"$422,337 ","$1,797 ",25%,61%,2017
Charlie J. Williams,137,28,17,23,22,"$422,050 ","$3,081 ",12%,45%,2017
John J. Robb,139,29,19,20,20,"$421,250 ","$3,031 ",14%,42%,2017
Molly J. Pearson,153,50,18,22,22,"$421,184 ","$2,753 ",12%,41%,2017
"H. Ray Ashford, Jr.",161,45,14,20,27,"$421,176 ","$2,616 ",9%,38%,2017
"Benjamin W. Perkins, Jr.",90,25,11,14,12,"$419,794 ","$4,664 ",12%,41%,2017
Mark J. Cristel,181,30,23,25,16,"$419,500 ","$2,318 ",13%,35%,2017
Eduardo E. Rojas,152,31,27,24,16,"$414,235 ","$2,725 ",18%,44%,2017
Michael Mattine,130,25,9,17,21,"$411,788 ","$3,168 ",7%,36%,2017
Rodney Jenkins,56,21,14,7,7,"$410,276 ","$7,326 ",25%,50%,2017
"John E. Salzman, Jr.",82,18,11,13,6,"$409,314 ","$4,992 ",13%,37%,2017
Wayne W. Rice,202,29,16,26,26,"$409,176 ","$2,026 ",8%,34%,2017
Patrick L. Biancone,69,25,10,8,9,"$408,585 ","$5,922 ",14%,39%,2017
Jack Carava,115,38,16,15,22,"$406,662 ","$3,536 ",14%,46%,2017
A. C. Avila,56,18,5,7,18,"$405,974 ","$7,250 ",9%,54%,2017
Kari Craddock,185,43,26,22,28,"$404,470 ","$2,186 ",14%,41%,2017
Bill McLean,190,38,24,32,31,"$403,921 ","$2,126 ",13%,46%,2017
Michael Pender,85,28,13,19,11,"$403,840 ","$4,751 ",15%,51%,2017
J. Eric Kruljac,95,32,11,13,17,"$403,309 ","$4,245 ",12%,43%,2017
Barbara Heads,175,31,19,33,32,"$401,950 ","$2,297 ",11%,48%,2017
Howard Belvoir,194,45,27,36,25,"$401,814 ","$2,071 ",14%,45%,2017
Ronnie P. Ward,252,54,28,31,31,"$401,810 ","$1,594 ",11%,36%,2017
Scott H. Fairlie,116,33,18,23,14,"$400,025 ","$3,448 ",16%,47%,2017
Dan H. Dennison,190,53,26,31,20,"$396,859 ","$2,089 ",14%,41%,2017
Jonathan Nance,218,52,57,39,35,"$394,444 ","$1,809 ",26%,60%,2017
Gary M. Scherer,115,35,18,18,12,"$394,103 ","$3,427 ",16%,42%,2017
Sal Gonzalez,191,46,17,26,21,"$393,508 ","$2,060 ",9%,34%,2017
Kenneth W. Marshall,141,44,27,28,21,"$393,079 ","$2,788 ",19%,54%,2017
Marya K. Montoya,123,35,13,16,17,"$392,048 ","$3,187 ",11%,37%,2017
Jason Egan,79,18,9,20,15,"$391,258 ","$4,953 ",11%,56%,2017
Bruce M. Kravets,236,39,22,23,32,"$388,778 ","$1,647 ",9%,33%,2017
Helen Pitts,71,24,8,12,9,"$387,741 ","$5,461 ",11%,41%,2017
Richard J. Rettele,235,37,33,34,29,"$387,413 ","$1,649 ",14%,41%,2017
Barbara J. Minshall,49,23,8,4,5,"$386,861 ","$7,895 ",16%,35%,2017
Joe Toye,233,47,50,42,28,"$385,960 ","$1,656 ",21%,52%,2017
John C. Carlisle,143,34,25,37,21,"$385,921 ","$2,699 ",17%,58%,2017
Michael E. Biehler,159,40,21,25,22,"$385,602 ","$2,425 ",13%,43%,2017
Dane Kobiskie,128,45,30,22,16,"$384,880 ","$3,007 ",23%,53%,2017
Jose D. Velez,169,43,50,37,29,"$384,638 ","$2,276 ",30%,69%,2017
Dennis Ward,150,40,31,22,23,"$382,128 ","$2,548 ",21%,51%,2017
John Mattine,85,20,15,7,6,"$382,104 ","$4,495 ",18%,33%,2017
Steven Chircop,111,27,14,12,22,"$381,835 ","$3,440 ",13%,43%,2017
Grant T. Forster,79,21,14,11,9,"$381,442 ","$4,828 ",18%,43%,2017
Michael Zalalas,102,15,9,23,19,"$381,421 ","$3,739 ",9%,50%,2017
Philip A. Sims,91,27,13,14,20,"$381,032 ","$4,187 ",14%,52%,2017
Karl M. Grusmark,112,19,18,18,21,"$380,989 ","$3,402 ",16%,51%,2017
Aubrey A. Maragh,89,22,19,20,14,"$380,435 ","$4,275 ",21%,60%,2017
Daniel Velazquez,91,21,15,13,13,"$380,067 ","$4,177 ",16%,45%,2017
Ron Grieves,135,37,28,23,20,"$380,035 ","$2,815 ",21%,53%,2017
Matthew Chew,87,24,11,18,9,"$379,929 ","$4,367 ",13%,44%,2017
Donald H. Barr,136,26,13,24,15,"$377,715 ","$2,777 ",10%,38%,2017
Joan A. Reynolds,138,29,30,24,10,"$375,713 ","$2,723 ",22%,46%,2017
Ernest M. Haynes,126,26,22,19,23,"$375,374 ","$2,979 ",17%,51%,2017
Neil D. Drysdale,44,20,7,4,5,"$375,035 ","$8,524 ",16%,36%,2017
Miguel Vera,83,20,12,16,6,"$374,724 ","$4,515 ",14%,41%,2017
John A. Capellini,310,46,38,33,45,"$372,171 ","$1,201 ",12%,37%,2017
Randall R. Russell,206,40,20,30,33,"$371,397 ","$1,803 ",10%,40%,2017
Oscar M. Gonzalez,94,29,18,13,13,"$371,015 ","$3,947 ",19%,47%,2017
Fred I. Danley,93,18,19,17,14,"$370,842 ","$3,988 ",20%,54%,2017
Kristin Mulhall,80,29,12,11,12,"$370,705 ","$4,634 ",15%,44%,2017
Tim Dixon,240,47,30,27,27,"$369,619 ","$1,540 ",13%,35%,2017
Dan L. Hendricks,46,17,8,5,6,"$369,229 ","$8,027 ",17%,41%,2017
John A. Hancock,114,36,11,12,7,"$369,099 ","$3,238 ",10%,26%,2017
Martin Woodhouse,143,25,12,16,15,"$368,027 ","$2,574 ",8%,30%,2017
Mike Anderson,162,35,25,22,22,"$367,477 ","$2,268 ",15%,43%,2017
Ian Black,54,13,10,8,7,"$366,484 ","$6,787 ",19%,46%,2017
John G Vinson,69,14,17,8,10,"$366,338 ","$5,309 ",25%,51%,2017
"A. Ferris Allen, III",122,37,12,17,14,"$365,980 ","$3,000 ",10%,35%,2017
Robin Schuster,205,30,13,16,23,"$365,092 ","$1,781 ",6%,25%,2017
Stetson Rushton,408,97,45,44,61,"$364,401 ",$893 ,11%,37%,2017
Bert Crawford,268,66,35,33,38,"$362,944 ","$1,354 ",13%,40%,2017
Daniel J. Vella,89,42,9,9,17,"$362,705 ","$4,075 ",10%,39%,2017
Ilmar Loaiza,191,28,30,36,38,"$362,529 ","$1,898 ",16%,54%,2017
Chuck Spina,76,15,13,6,11,"$361,856 ","$4,761 ",17%,39%,2017
J. David Braddy,83,25,11,22,11,"$360,950 ","$4,349 ",13%,53%,2017
Richard T. Vickers,180,34,20,15,28,"$359,693 ","$1,998 ",11%,35%,2017
Robert Oliva,153,22,16,18,19,"$358,533 ","$2,343 ",10%,35%,2017
Robin L. Graham,101,25,9,18,15,"$357,664 ","$3,541 ",9%,42%,2017
Edward Lehman,32,6,7,10,7,"$357,496 ","$11,172 ",22%,75%,2017
Manuel Badilla,142,30,16,25,30,"$357,268 ","$2,516 ",11%,50%,2017
Kevin J. Joy,218,37,35,38,36,"$356,812 ","$1,637 ",16%,50%,2017
Penny Pearce,105,20,12,18,11,"$356,732 ","$3,397 ",11%,39%,2017
J. Michael Baird,159,43,37,30,22,"$356,718 ","$2,244 ",23%,56%,2017
Kelly Castaneda,229,57,27,53,35,"$356,595 ","$1,557 ",12%,50%,2017
Elliot Sullivan,171,53,37,33,24,"$356,373 ","$2,084 ",22%,55%,2017
Jose F. Bobadilla,198,24,24,34,34,"$355,683 ","$1,796 ",12%,46%,2017
Carlos H. Silva,108,24,15,21,17,"$355,439 ","$3,291 ",14%,49%,2017
"Angel O. Montano, Sr.",81,27,13,10,17,"$354,288 ","$4,374 ",16%,49%,2017
Tony Michael Gattellaro,37,10,9,6,5,"$353,739 ","$9,561 ",24%,54%,2017
Robert Ribaudo,37,12,6,5,5,"$353,597 ","$9,557 ",16%,43%,2017
William Tharrenos,164,37,17,20,22,"$353,247 ","$2,154 ",10%,36%,2017
Timothy A. Hills,63,19,9,9,5,"$352,607 ","$5,597 ",14%,37%,2017
W. Robert Bailes,64,17,7,16,10,"$352,075 ","$5,501 ",11%,52%,2017
Steve Hobby,102,32,10,10,11,"$351,756 ","$3,449 ",10%,30%,2017
Michael W. Nance,170,31,23,26,19,"$350,603 ","$2,062 ",14%,40%,2017
Glenn S. Wismer,104,16,20,14,21,"$350,557 ","$3,371 ",19%,53%,2017
Eric L. Heitzmann,79,28,13,17,16,"$350,374 ","$4,435 ",16%,58%,2017
Mitchell E. Friedman,70,17,10,8,6,"$349,485 ","$4,993 ",14%,34%,2017
Oscar Modica,69,19,12,17,8,"$349,475 ","$5,065 ",17%,54%,2017
Leah Gyarmati,58,22,7,1,8,"$347,988 ","$6,000 ",12%,28%,2017
Simon J. Buechler,179,44,11,30,18,"$347,876 ","$1,943 ",6%,33%,2017
George Papaprodromou,100,34,12,16,12,"$346,534 ","$3,465 ",12%,40%,2017
Ryan D. Walsh,71,12,14,12,12,"$346,384 ","$4,879 ",20%,54%,2017
Michael Keogh,39,16,4,9,4,"$345,103 ","$8,849 ",10%,44%,2017
Amy Albright,118,33,18,18,18,"$343,907 ","$2,914 ",15%,46%,2017
Paulina Sinnefia,130,25,21,15,27,"$343,107 ","$2,639 ",16%,48%,2017
Isai V. Gonzalez,200,58,35,26,33,"$342,345 ","$1,712 ",18%,47%,2017
Cory Jensen,73,43,12,11,16,"$341,798 ","$4,682 ",16%,53%,2017
Ronald B. Spatz,46,20,9,5,7,"$341,074 ","$7,415 ",20%,46%,2017
George R. Albright,178,33,17,26,19,"$340,722 ","$1,914 ",10%,35%,2017
Crystal G. Pickett,141,31,20,25,15,"$340,465 ","$2,415 ",14%,43%,2017
Brian Schweda,129,24,16,13,20,"$339,945 ","$2,635 ",12%,38%,2017
Kenneth Gleason,141,30,18,21,19,"$337,318 ","$2,392 ",13%,41%,2017
Miguel A. Feliciano,81,8,25,7,14,"$337,299 ","$4,164 ",31%,57%,2017
Nancy Betts,66,13,20,5,10,"$337,003 ","$5,106 ",30%,53%,2017
"Howard R. Brown, Jr.",130,25,14,11,22,"$336,469 ","$2,588 ",11%,36%,2017
Edward T. Allard,82,22,15,17,7,"$336,466 ","$4,103 ",18%,48%,2017
"Sal Iorio, Jr.",128,20,12,18,21,"$336,214 ","$2,627 ",9%,40%,2017
John Brocklebank,78,32,12,18,11,"$336,002 ","$4,308 ",15%,53%,2017
Julie A. Pappada,139,32,20,29,21,"$335,190 ","$2,411 ",14%,50%,2017
Michael L. Reavis,161,42,21,29,30,"$335,152 ","$2,082 ",13%,50%,2017
Mark J. Reid,78,24,11,17,14,"$334,483 ","$4,288 ",14%,54%,2017
Gregory D. Foley,96,35,10,15,16,"$334,320 ","$3,483 ",10%,43%,2017
Joseph M. Poole,194,42,23,45,20,"$333,250 ","$1,718 ",12%,45%,2017
Larry Pilotti,89,25,13,19,9,"$332,861 ","$3,740 ",15%,46%,2017
Jerry Gourneau,312,66,41,50,48,"$332,754 ","$1,067 ",13%,45%,2017
Tanner Tracy,211,54,15,29,28,"$328,728 ","$1,558 ",7%,34%,2017
Rory K. Huston,73,19,11,10,4,"$328,546 ","$4,501 ",15%,34%,2017
David R. Vance,112,29,10,12,10,"$327,402 ","$2,923 ",9%,29%,2017
Javier Contreras,116,29,27,14,15,"$326,367 ","$2,814 ",23%,48%,2017
Ari Herbertson,74,31,26,15,11,"$326,053 ","$4,406 ",35%,70%,2017
Weston Martin,44,13,12,8,4,"$324,901 ","$7,384 ",27%,55%,2017
Richard E. Schosberg,47,15,7,6,6,"$324,275 ","$6,899 ",15%,40%,2017
Dove P. Houghton,81,20,13,7,15,"$323,965 ","$4,000 ",16%,43%,2017
Andrew L. Simoff,68,17,14,15,11,"$323,714 ","$4,761 ",21%,59%,2017
Timothy M. Collins,215,33,20,28,28,"$323,090 ","$1,503 ",9%,35%,2017
Jaime Mejia,164,37,11,10,16,"$322,691 ","$1,968 ",7%,23%,2017
Greg Compton,94,32,10,14,12,"$321,527 ","$3,421 ",11%,38%,2017
Randy Oberlander,90,21,10,15,14,"$320,827 ","$3,565 ",11%,43%,2017
Dino K. Condilenios,72,16,14,8,17,"$319,752 ","$4,441 ",19%,54%,2017
Sarah Delany,167,52,22,30,18,"$319,530 ","$1,913 ",13%,42%,2017
Robert Baze,295,55,32,37,52,"$317,711 ","$1,077 ",11%,41%,2017
Casey T. Lambert,154,38,21,22,25,"$316,154 ","$2,053 ",14%,44%,2017
Steve Knapp,101,26,12,6,11,"$316,060 ","$3,129 ",12%,29%,2017
Eddie Truman,79,37,11,12,10,"$315,960 ","$3,999 ",14%,42%,2017
Hernan Parra,184,48,17,20,31,"$315,823 ","$1,716 ",9%,37%,2017
Patti Turner,130,23,16,14,20,"$314,331 ","$2,418 ",12%,38%,2017
Ashlee Brnjas,128,37,17,14,20,"$314,071 ","$2,454 ",13%,40%,2017
Glen Todd,103,30,22,15,16,"$313,823 ","$3,047 ",21%,51%,2017
Donald C. MacRae,45,16,8,11,5,"$313,784 ","$6,973 ",18%,53%,2017
Angela Maria Aquino,251,68,30,35,46,"$313,115 ","$1,247 ",12%,44%,2017
"Sam B. David, Jr.",97,34,18,10,15,"$312,905 ","$3,226 ",19%,44%,2017
Keith G. Bourgeois,110,43,17,15,24,"$312,385 ","$2,840 ",15%,51%,2017
Mike Harrington,147,41,9,17,18,"$311,776 ","$2,121 ",6%,30%,2017
Al Cates,68,22,12,11,8,"$311,199 ","$4,576 ",18%,46%,2017
Gary W. Cross,163,35,17,20,28,"$310,651 ","$1,906 ",10%,40%,2017
Mindy J. Willis,157,47,23,14,29,"$309,798 ","$1,973 ",15%,42%,2017
Paul M. Pearson,128,32,13,15,22,"$309,742 ","$2,420 ",10%,39%,2017
Philip A. Bauer,48,18,7,9,4,"$309,228 ","$6,442 ",15%,42%,2017
Fernando Abreu,102,44,17,11,11,"$308,990 ","$3,029 ",17%,38%,2017
Paul J. McGee,55,22,7,5,9,"$308,812 ","$5,615 ",13%,38%,2017
Ross A. Amestoy,101,15,15,15,19,"$306,990 ","$3,040 ",15%,49%,2017
Randy Matthews,71,26,7,14,9,"$306,692 ","$4,320 ",10%,42%,2017
Faith Taylor,86,20,8,14,14,"$306,333 ","$3,562 ",9%,42%,2017
Timothy F. Ritchey,68,12,15,6,14,"$306,176 ","$4,503 ",22%,51%,2017
Ralph J. Biamonte,70,22,11,16,6,"$306,172 ","$4,374 ",16%,47%,2017
K. K. Jayaraman,75,17,11,10,6,"$306,151 ","$4,082 ",15%,36%,2017
Rodney J. Cone,158,27,27,23,28,"$305,250 ","$1,932 ",17%,49%,2017
Jose Luna Silva,144,35,34,25,17,"$305,235 ","$2,120 ",24%,53%,2017
Randy Haffner,134,25,14,12,21,"$304,715 ","$2,274 ",10%,35%,2017
Joan Petrowski,306,58,20,33,30,"$304,412 ",$995 ,7%,27%,2017
Linda L. Albert,81,21,8,11,17,"$304,145 ","$3,755 ",10%,44%,2017
Bruce D. Anderson,163,25,20,28,22,"$303,833 ","$1,864 ",12%,43%,2017
Charles S. Treece,170,67,24,15,34,"$303,536 ","$1,786 ",14%,43%,2017
Fausto Gutierrez,9,8,2,0,3,"$302,985 ","$33,665 ",22%,56%,2017
James R. Jackson,120,23,26,32,18,"$301,136 ","$2,509 ",22%,63%,2017
Rigoberto Velasquez,214,40,37,32,27,"$300,632 ","$1,405 ",17%,45%,2017
"Robert B. Hess, Sr.",104,39,18,21,15,"$300,280 ","$2,887 ",17%,52%,2017
Rodney D. Moyers,415,79,15,25,34,"$299,505 ",$722 ,4%,18%,2017
Elizabeth L. Dobles,79,27,14,12,11,"$298,665 ","$3,781 ",18%,47%,2017
Rick Hedge,58,10,17,11,8,"$298,094 ","$5,140 ",29%,62%,2017
Joyce Salisbury,127,30,18,19,15,"$297,028 ","$2,339 ",14%,41%,2017
Darien Rodriguez,47,20,13,10,4,"$296,372 ","$6,306 ",28%,57%,2017
Don Von Hemel,88,20,8,9,16,"$295,652 ","$3,360 ",9%,38%,2017
J. Willard Thompson,78,21,8,8,11,"$294,861 ","$3,780 ",10%,35%,2017
Holly Evans,69,10,12,14,10,"$294,520 ","$4,268 ",17%,52%,2017
Ronald H. Sadler,87,20,12,11,7,"$294,497 ","$3,385 ",14%,34%,2017
Jane Cibelli,71,33,9,13,14,"$294,391 ","$4,146 ",13%,51%,2017
Martin F. Jones,64,24,10,5,13,"$294,350 ","$4,599 ",16%,44%,2017
Maria Bowersock,105,22,22,10,13,"$294,304 ","$2,803 ",21%,43%,2017
Ronald W. Puhl,113,27,17,21,19,"$294,025 ","$2,602 ",15%,50%,2017
John M. Rodriguez,104,18,8,17,16,"$290,578 ","$2,794 ",8%,39%,2017
Reed Saldana,48,15,7,8,8,"$290,111 ","$6,044 ",15%,48%,2017
Annette M. Eubanks,116,24,12,16,9,"$289,843 ","$2,499 ",10%,32%,2017
Matthew Clarke,112,22,22,18,19,"$289,731 ","$2,587 ",20%,53%,2017
Joseph Arboritanza,108,33,20,20,13,"$289,714 ","$2,683 ",19%,49%,2017
Dick R. Clark,100,23,16,11,7,"$289,210 ","$2,892 ",16%,34%,2017
Merrill R. Scherer,71,24,13,10,6,"$289,084 ","$4,072 ",18%,41%,2017
William R. Connelly,128,32,16,21,16,"$288,783 ","$2,256 ",13%,41%,2017
"Francis Abbott, III",67,25,10,7,11,"$287,752 ","$4,295 ",15%,42%,2017
Pavel Vashchenko,119,40,25,20,19,"$286,720 ","$2,409 ",21%,54%,2017
David Walters,95,24,21,15,12,"$285,327 ","$3,003 ",22%,51%,2017
"Patrick Devereux, Jr.",78,17,19,14,10,"$285,093 ","$3,655 ",24%,55%,2017
Roddina A. Barrett,212,52,30,34,38,"$285,037 ","$1,345 ",14%,48%,2017
Laura Wohlers,21,10,1,2,2,"$284,568 ","$13,551 ",5%,24%,2017
Emanuel J. Geralis,61,16,12,13,11,"$284,410 ","$4,662 ",20%,59%,2017
Victoria H. Oliver,72,23,5,10,8,"$283,584 ","$3,939 ",7%,32%,2017
Veronica Griggs,146,37,19,18,18,"$283,309 ","$1,940 ",13%,38%,2017
Justin Johns,73,30,19,15,9,"$283,005 ","$3,877 ",26%,59%,2017
Alex De Beauville,152,42,16,19,25,"$282,370 ","$1,858 ",11%,39%,2017
Carla Gaines,53,27,5,4,10,"$281,693 ","$5,315 ",9%,36%,2017
Glenn Kopp,139,35,26,24,19,"$281,511 ","$2,025 ",19%,50%,2017
Ney Pessanha,77,26,10,4,7,"$281,108 ","$3,651 ",13%,27%,2017
Kirk L. Harris,39,12,8,7,3,"$280,255 ","$7,186 ",21%,46%,2017
Lonnie Briley,113,25,13,13,17,"$279,493 ","$2,473 ",12%,38%,2017
Jorge Lara,223,42,21,32,30,"$279,325 ","$1,253 ",9%,37%,2017
David R. Bell,41,9,7,5,8,"$279,231 ","$6,811 ",17%,49%,2017
